Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2017;2.295
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2016;1.690
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2015;1.381
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2014;1.045
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2013;1.135
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2012;1.100
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2011;1.515
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2010;1.324
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2009;1.743
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2008;2.143
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda usada;2007;3.118
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2025;3.169
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2024;2.980
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2023;2.643
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2022;3.209
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2021;2.856
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2020;2.320
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2019;2.741
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2018;2.505
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2017;2.377
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2016;1.712
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2015;1.445
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2014;1.437
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2013;1.259
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2012;1.710
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2011;1.510
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2010;1.903
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2009;2.003
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2008;2.238
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda libre;2007;3.353
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2025;979
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2024;717
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2023;440
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2022;633
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2021;627
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2020;1.060
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2019;568
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2018;671
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2017;430
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2016;505
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2015;446
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2014;511
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2013;1.045
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2012;1.247
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2011;1.726
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2010;2.532
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2009;1.124
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2008;1.494
Total Nacional;16 País Vasco;01 Araba/Álava;Vivienda protegida;2007;1.598
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2025;13.980
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2024;12.154
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2023;10.356
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2022;12.615
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2021;11.136
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2020;8.856
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2019;10.199
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2018;10.507
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2017;9.185
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2016;8.452
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2015;7.813
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2014;5.804
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2013;5.247
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2012;5.227
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2011;7.466
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2010;9.557
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2009;7.642
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2008;9.495
Total Nacional;16 País Vasco;48 Bizkaia;Viviendas: Total;2007;13.274
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2025;2.923
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2024;2.245
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2023;1.603
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2022;2.029
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2021;1.873
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2020;1.540
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2019;1.674
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2018;1.681
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2017;1.468
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2016;1.745
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2015;1.952
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2014;1.668
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2013;2.037
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2012;2.139
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2011;2.684
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2010;3.012
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2009;3.316
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2008;4.003
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda nueva;2007;5.115
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2025;11.057
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2024;9.909
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2023;8.753
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2022;10.586
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2021;9.263
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2020;7.316
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2019;8.525
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2018;8.826
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2017;7.717
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2016;6.707
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2015;5.861
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2014;4.136
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2013;3.210
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2012;3.088
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2011;4.782
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2010;6.545
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2009;4.326
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2008;5.492
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda usada;2007;8.159
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2025;13.001
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2024;11.119
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2023;9.616
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2022;11.594
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2021;10.373
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2020;8.115
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2019;9.313
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2018;9.808
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2017;8.382
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2016;7.437
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2015;6.439
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2014;5.171
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2013;4.417
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2012;4.369
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2011;6.733
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2010;8.711
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2009;6.607
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2008;8.574
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda libre;2007;11.924
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2025;979
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2024;1.035
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2023;740
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2022;1.021
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2021;763
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2020;741
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2019;886
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2018;699
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2017;803
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2016;1.015
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2015;1.374
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2014;633
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2013;830
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2012;858
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2011;733
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2010;846
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2009;1.035
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2008;921
Total Nacional;16 País Vasco;48 Bizkaia;Vivienda protegida;2007;1.350
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2025;8.508
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2024;7.370
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2023;6.929
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2022;7.194
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2021;7.065
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2020;5.646
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2019;7.197
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2018;6.567
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2017;5.795
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2016;5.293
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2015;4.523
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2014;4.000
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2013;3.251
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2012;4.145
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2011;4.749
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2010;5.224
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2009;4.547
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2008;5.940
Total Nacional;16 País Vasco;20 Gipuzkoa;Viviendas: Total;2007;7.915
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2025;924
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2024;1.164
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2023;1.178
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2022;1.004
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2021;1.102
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2020;1.077
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2019;1.531
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2018;1.450
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2017;1.386
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2016;1.344
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2015;947
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2014;1.322
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2013;1.316
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2012;1.612
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2011;2.059
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2010;2.473
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2009;2.489
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2008;3.113
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda nueva;2007;3.774
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2025;7.584
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2024;6.206
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2023;5.751
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2022;6.190
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2021;5.963
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2020;4.569
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2019;5.666
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2018;5.117
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2017;4.409
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2016;3.949
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2015;3.576
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2014;2.678
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2013;1.935
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2012;2.533
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2011;2.690
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2010;2.751
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2009;2.058
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2008;2.827
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda usada;2007;4.141
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2025;7.787
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2024;6.808
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2023;6.302
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2022;6.756
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2021;6.724
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2020;5.240
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2019;6.761
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2018;6.220
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2017;5.445
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2016;4.613
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2015;3.981
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2014;3.228
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2013;2.650
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2012;3.281
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2011;3.847
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2010;4.633
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2009;3.538
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2008;4.992
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda libre;2007;7.149
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2025;721
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2024;562
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2023;627
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2022;438
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2021;341
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2020;406
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2019;436
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2018;347
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2017;350
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2016;680
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2015;542
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2014;772
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2013;601
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2012;864
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2011;902
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2010;591
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2009;1.009
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2008;948
Total Nacional;16 País Vasco;20 Gipuzkoa;Vivienda protegida;2007;766
Total Nacional;17 Rioja, La;;Viviendas: Total;2025;5.607
Total Nacional;17 Rioja, La;;Viviendas: Total;2024;4.821
Total Nacional;17 Rioja, La;;Viviendas: Total;2023;4.048
Total Nacional;17 Rioja, La;;Viviendas: Total;2022;4.966
Total Nacional;17 Rioja, La;;Viviendas: Total;2021;4.433
Total Nacional;17 Rioja, La;;Viviendas: Total;2020;3.214
Total Nacional;17 Rioja, La;;Viviendas: Total;2019;3.716
Total Nacional;17 Rioja, La;;Viviendas: Total;2018;3.599
Total Nacional;17 Rioja, La;;Viviendas: Total;2017;3.027
Total Nacional;17 Rioja, La;;Viviendas: Total;2016;2.701
Total Nacional;17 Rioja, La;;Viviendas: Total;2015;2.561
Total Nacional;17 Rioja, La;;Viviendas: Total;2014;2.249
Total Nacional;17 Rioja, La;;Viviendas: Total;2013;3.023
Total Nacional;17 Rioja, La;;Viviendas: Total;2012;2.998
Total Nacional;17 Rioja, La;;Viviendas: Total;2011;3.227
Total Nacional;17 Rioja, La;;Viviendas: Total;2010;3.914
Total Nacional;17 Rioja, La;;Viviendas: Total;2009;4.931
Total Nacional;17 Rioja, La;;Viviendas: Total;2008;5.627
Total Nacional;17 Rioja, La;;Viviendas: Total;2007;7.516
Total Nacional;17 Rioja, La;;Vivienda nueva;2025;780
Total Nacional;17 Rioja, La;;Vivienda nueva;2024;833
Total Nacional;17 Rioja, La;;Vivienda nueva;2023;582
Total Nacional;17 Rioja, La;;Vivienda nueva;2022;792
Total Nacional;17 Rioja, La;;Vivienda nueva;2021;917
Total Nacional;17 Rioja, La;;Vivienda nueva;2020;657
Total Nacional;17 Rioja, La;;Vivienda nueva;2019;786
Total Nacional;17 Rioja, La;;Vivienda nueva;2018;755
Total Nacional;17 Rioja, La;;Vivienda nueva;2017;568
Total Nacional;17 Rioja, La;;Vivienda nueva;2016;639
Total Nacional;17 Rioja, La;;Vivienda nueva;2015;811
Total Nacional;17 Rioja, La;;Vivienda nueva;2014;926
Total Nacional;17 Rioja, La;;Vivienda nueva;2013;1.755
Total Nacional;17 Rioja, La;;Vivienda nueva;2012;1.573
Total Nacional;17 Rioja, La;;Vivienda nueva;2011;1.410
Total Nacional;17 Rioja, La;;Vivienda nueva;2010;2.083
Total Nacional;17 Rioja, La;;Vivienda nueva;2009;3.202
Total Nacional;17 Rioja, La;;Vivienda nueva;2008;3.028
Total Nacional;17 Rioja, La;;Vivienda nueva;2007;2.911
Total Nacional;17 Rioja, La;;Vivienda usada;2025;4.827
Total Nacional;17 Rioja, La;;Vivienda usada;2024;3.988
Total Nacional;17 Rioja, La;;Vivienda usada;2023;3.466
Total Nacional;17 Rioja, La;;Vivienda usada;2022;4.174
Total Nacional;17 Rioja, La;;Vivienda usada;2021;3.516
Total Nacional;17 Rioja, La;;Vivienda usada;2020;2.557
Total Nacional;17 Rioja, La;;Vivienda usada;2019;2.930
Total Nacional;17 Rioja, La;;Vivienda usada;2018;2.844
Total Nacional;17 Rioja, La;;Vivienda usada;2017;2.459
Total Nacional;17 Rioja, La;;Vivienda usada;2016;2.062
Total Nacional;17 Rioja, La;;Vivienda usada;2015;1.750
Total Nacional;17 Rioja, La;;Vivienda usada;2014;1.323
Total Nacional;17 Rioja, La;;Vivienda usada;2013;1.268
Total Nacional;17 Rioja, La;;Vivienda usada;2012;1.425
Total Nacional;17 Rioja, La;;Vivienda usada;2011;1.817
